start,end,ngram,term,cui,similarity,semtypes,preferred,elem_id,source_filename
381,392,Discrepancy,Discrepancy,C1290905,1.0,{'T033'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
184,192,Physical,Physical,C0031809,1.0,{'T058'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
184,192,Physical,Physical,C1509143,1.0,{'T033'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
596,604,reported,reported,C0700287,1.0,{'T058'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
128,135,Nursing,Nursing,C0006147,1.0,{'T040'},0,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
638,645,Medical,Medical,C0199168,1.0,{'T058'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
638,645,Medical,Medical,C1561579,1.0,{'T170'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
801,808,newborn,newborn,C1551035,1.0,{'T033'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
801,808,newborn,newborn,C2239178,1.0,{'T033'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
818,825,adopted,adopted,C1552574,1.0,{'T170'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
818,825,adopted,adopted,C0425382,1.0,{'T033'},0,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
525,531,survey,survey,C0038951,1.0,{'T170'},0,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
559,565,common,common,C3245511,1.0,{'T170'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
627,633,Family,Family,C3244301,1.0,{'T170'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
852,858,family,family,C1301584,1.0,{'T170'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
166,170,Home,Home,C1548341,1.0,{'T170'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
166,170,Home,Home,C1553498,1.0,{'T058'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
445,449,face,face,C0015450,1.0,{'T029'},0,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
727,731,year,year,C1561543,1.0,{'T170'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
790,794,care,care,C0580931,1.0,{'T033'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
848,851,ill,ill,C0231218,1.0,{'T184'},1,5,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
26,36,objectives,objectives,C0018017,1.0,{'T170'},1,6,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
201,211,objectives,objectives,C0018017,1.0,{'T170'},1,6,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
332,340,Training,Training,C1554161,1.0,{'T170'},0,6,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
347,355,reviewed,reviewed,C0282443,1.0,{'T170'},1,6,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
305,312,Section,Section,C0700320,1.0,{'T059'},1,6,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
305,312,Section,Section,C1551341,1.0,{'T170'},1,6,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
55,61,vision,vision,C0042789,1.0,{'T040'},0,6,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
260,266,Public,Public,C1552597,1.0,{'T170'},1,6,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
267,273,Policy,Policy,C0242456,1.0,{'T170'},0,6,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
15,29,discrimination,discrimination,C0012632,1.0,{'T041'},0,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
476,485,recurring,recurring,C0034897,1.0,{'T067'},1,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
533,542,attention,attention,C0004268,1.0,{'T041'},0,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
109,117,policies,policies,C0242456,1.0,{'T170'},1,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
223,231,policies,policies,C0242456,1.0,{'T170'},1,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
283,291,policies,policies,C0242456,1.0,{'T170'},1,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
595,603,policies,policies,C0242456,1.0,{'T170'},1,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
256,263,playing,playing,C0600138,1.0,{'T033'},1,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
624,631,address,address,C1442065,1.0,{'T170'},1,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
93,99,review,review,C0282443,1.0,{'T170'},0,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
49,54,force,force,C0441722,1.0,{'T067'},1,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
264,269,field,field,C1553496,1.0,{'T058'},1,7,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
26,39,discrepancies,discrepancies,C1290905,1.0,{'T033'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
49,61,compensation,compensation,C0152058,1.0,{'T039'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
49,61,compensation,compensation,C0152057,1.0,{'T041'},0,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
354,366,compensation,compensation,C0152058,1.0,{'T039'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
354,366,compensation,compensation,C0152057,1.0,{'T041'},0,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
500,512,compensation,compensation,C0152058,1.0,{'T039'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
500,512,compensation,compensation,C0152057,1.0,{'T041'},0,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1081,1093,professional,professional,C1571886,1.0,{'T170'},0,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1865,1877,professional,professional,C1571886,1.0,{'T170'},0,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2040,2052,professional,professional,C1571886,1.0,{'T170'},0,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1370,1380,scheduling,scheduling,C3244294,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
344,353,reviewing,reviewing,C0282443,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1052,1061,balancing,balancing,C0014653,1.0,{'T040'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1193,1202,schedules,schedules,C0086960,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1435,1444,protocols,protocols,C0442711,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1922,1931,attention,attention,C0004268,1.0,{'T041'},0,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
145,153,policies,policies,C0242456,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
670,678,policies,policies,C0242456,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
905,913,policies,policies,C0242456,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1231,1239,policies,policies,C0242456,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1537,1545,coverage,coverage,C3854012,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1621,1629,coverage,coverage,C3854012,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
194,201,address,address,C1442065,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
42,48,Review,Review,C0282443,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
822,828,Family,Family,C3244301,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
880,886,family,family,C1301584,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1988,1994,family,family,C1301584,1.0,{'T170'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
848,853,Offer,Offer,C1444648,1.0,{'T033'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
998,1003,Offer,Offer,C1444648,1.0,{'T033'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2053,2058,lives,lives,C0595998,1.0,{'T033'},1,8,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
463,478,gender identity,gender identity,C0017249,1.0,{'T041'},0,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
533,544,development,development,C0678723,1.0,{'T040'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1480,1491,initiatives,initiatives,C0424093,1.0,{'T041'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1166,1176,objectives,objectives,C0018017,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1243,1253,objectives,objectives,C0018017,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1439,1449,objectives,objectives,C0018017,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2350,2360,objectives,objectives,C0018017,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
255,264,decisions,decisions,C0679006,1.0,{'T041'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
320,329,decisions,decisions,C0679006,1.0,{'T041'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
406,415,objective,objective,C0018017,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
406,415,objective,objective,C2239270,1.0,{'T058'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
953,962,decisions,decisions,C0679006,1.0,{'T041'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
48,56,policies,policies,C0242456,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
361,369,specific,specific,C1552740,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
898,906,coverage,coverage,C3854012,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1471,1479,reviewed,reviewed,C0282443,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1693,1701,feedback,feedback,C0015744,1.0,{'T067'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2169,2177,feedback,feedback,C0015744,1.0,{'T067'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2654,2662,specific,specific,C1552740,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
3086,3094,reviewed,reviewed,C0282443,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
62,69,address,address,C1442065,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
231,238,engaged,engaged,C0425152,1.0,{'T033'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
268,275,Address,Address,C1547327,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
268,275,Address,Address,C1578436,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
268,275,Address,Address,C1578437,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
268,275,Address,Address,C4319699,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
268,275,Address,Address,C0376649,1.0,{'T170'},0,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
268,275,Address,Address,C1442065,1.0,{'T170'},0,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
268,275,Address,Address,C2741676,1.0,{'T201'},0,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
346,353,reviews,reviews,C0282443,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
854,861,reports,reports,C0684224,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
854,861,reports,reports,C0700287,1.0,{'T058'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1819,1826,polling,polling,C0230048,1.0,{'T023'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2134,2141,polling,polling,C0230048,1.0,{'T023'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
248,254,policy,policy,C0242456,1.0,{'T170'},0,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1418,1424,vision,vision,C0042789,1.0,{'T040'},0,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1840,1846,polled,polled,C0230048,1.0,{'T023'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2695,2701,direct,direct,C3244286,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2813,2819,direct,direct,C3244286,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2872,2878,policy,policy,C0242456,1.0,{'T170'},0,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2897,2903,family,family,C1301584,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
3030,3036,direct,direct,C3244286,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
1007,1012,given,given,C3244317,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2444,2449,field,field,C1553496,1.0,{'T058'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2982,2987,lives,lives,C0595998,1.0,{'T033'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
617,621,help,help,C1552861,1.0,{'T170'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2142,2146,data,data,C3245479,1.0,{'T074'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2702,2706,care,care,C0580931,1.0,{'T033'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
2820,2824,care,care,C0580931,1.0,{'T033'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
3037,3041,care,care,C0580931,1.0,{'T033'},1,9,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
622,637,gender identity,gender identity,C0017249,1.0,{'T041'},0,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
529,543,Discrimination,Discrimination,C0012632,1.0,{'T041'},0,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
557,571,discrimination,discrimination,C0012632,1.0,{'T041'},0,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
741,755,discrimination,discrimination,C0012632,1.0,{'T041'},0,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
765,777,reproductive,reproductive,C0035150,1.0,{'T040'},1,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
201,212,disciplines,disciplines,C0237070,1.0,{'T058'},1,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
649,660,orientation,orientation,C0029266,1.0,{'T041'},1,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
14,24,OBJECTIVES,objectives,C0018017,1.0,{'T170'},1,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
691,701,disability,disability,C0231170,1.0,{'T033'},0,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
508,517,knowledge,knowledge,C0376554,1.0,{'T170'},1,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
663,672,pregnancy,pregnancy,C0032961,1.0,{'T040'},0,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
43,49,VISION,vision,C0042789,1.0,{'T040'},0,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
173,179,growth,growth,C0220844,1.0,{'T039'},1,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
173,179,growth,growth,C0018270,1.0,{'T040'},0,10,Boxer_et_al-2019-Journal_of_the_American_Geriatrics_Society.grobid.tei.txt
